2017.326027
   Z       E         F
  17  1.069E+02  1.213E-04
  17  1.229E+02  8.871E-05
  17  1.413E+02  6.413E-05
  17  1.625E+02  4.589E-05
  17  1.868E+02  3.255E-05
  17  2.148E+02  2.289E-05
  17  2.469E+02  1.598E-05
  17  2.839E+02  1.108E-05
  17  3.264E+02  7.631E-06
  17  3.752E+02  5.232E-06
  17  4.315E+02  3.564E-06
  17  4.960E+02  2.423E-06
  17  5.705E+02  1.636E-06
  17  6.559E+02  1.103E-06
  17  7.539E+02  7.417E-07
  17  8.670E+02  4.969E-07
  17  9.968E+02  3.322E-07
  17  1.146E+03  2.216E-07
  17  1.318E+03  1.476E-07
  17  1.515E+03  9.818E-08
  17  1.742E+03  6.522E-08
  17  2.003E+03  4.327E-08
  17  2.303E+03  2.867E-08
  17  2.648E+03  1.898E-08
  17  3.044E+03  1.256E-08
  17  3.500E+03  8.299E-09
  17  4.025E+03  5.479E-09
  17  4.627E+03  3.620E-09
  17  5.320E+03  2.389E-09
  17  6.118E+03  1.575E-09
  17  7.031E+03  1.040E-09
  17  8.085E+03  6.854E-10
  17  9.296E+03  4.517E-10
  17  1.069E+04  2.976E-10
  17  1.229E+04  1.961E-10
  17  1.413E+04  1.292E-10
  17  1.625E+04  8.505E-11
  17  1.868E+04  5.601E-11
  17  2.148E+04  3.689E-11
  17  2.469E+04  2.428E-11
  17  2.839E+04  1.599E-11
  17  3.264E+04  1.052E-11
  17  3.752E+04  6.933E-12
  17  4.316E+04  4.558E-12
  17  4.960E+04  3.004E-12
  17  5.705E+04  1.974E-12
  17  6.559E+04  1.299E-12
  17  7.539E+04  8.558E-13
  17  8.670E+04  5.629E-13
  17  9.968E+04  3.704E-13
  17  1.146E+05  2.436E-13
  17  1.318E+05  1.604E-13
  17  1.515E+05  1.055E-13
  17  1.742E+05  6.944E-14
  17  2.003E+05  4.570E-14
  17  2.303E+05  3.007E-14
  17  2.648E+05  1.978E-14
  17  3.044E+05  1.302E-14
  17  3.500E+05  8.563E-15
  18  4.000E-01  1.014E-03
  18  4.600E-01  1.143E-03
  18  5.288E-01  1.284E-03
  18  6.080E-01  1.439E-03
  18  6.992E-01  1.608E-03
  18  8.036E-01  1.789E-03
  18  9.240E-01  1.984E-03
  18  1.062E+00  2.190E-03
  18  1.222E+00  2.406E-03
  18  1.404E+00  2.630E-03
  18  1.615E+00  2.859E-03
  18  1.857E+00  3.089E-03
  18  2.135E+00  3.317E-03
  18  2.454E+00  3.537E-03
  18  2.822E+00  3.744E-03
  18  3.244E+00  3.933E-03
  18  3.730E+00  4.098E-03
  18  4.288E+00  4.233E-03
  18  4.932E+00  4.333E-03
  18  5.668E+00  4.393E-03
  18  6.520E+00  4.409E-03
  18  7.496E+00  4.378E-03
  18  8.616E+00  4.299E-03
  18  9.908E+00  4.171E-03
  18  1.139E+01  3.997E-03
  18  1.310E+01  3.780E-03
  18  1.506E+01  3.527E-03
  18  1.732E+01  3.244E-03
  18  1.991E+01  2.940E-03
  18  2.289E+01  2.624E-03
  18  2.632E+01  2.305E-03
  18  3.026E+01  1.993E-03
  18  3.479E+01  1.696E-03
  18  4.000E+01  1.419E-03
  18  4.600E+01  1.168E-03
  18  5.288E+01  9.472E-04
  18  6.080E+01  7.558E-04
  18  6.992E+01  5.937E-04
  18  8.036E+01  4.601E-04
  18  9.240E+01  3.514E-04
  18  1.062E+02  2.649E-04
  18  1.222E+02  1.971E-04
  18  1.404E+02  1.451E-04
  18  1.615E+02  1.057E-04
  18  1.857E+02  7.616E-05
  18  2.135E+02  5.443E-05
  18  2.454E+02  3.858E-05
  18  2.822E+02  2.715E-05
  18  3.244E+02  1.898E-05
  18  3.730E+02  1.318E-05
  18  4.288E+02  9.116E-06
  18  4.932E+02  6.264E-06
  18  5.668E+02  4.296E-06
  18  6.520E+02  2.927E-06
  18  7.496E+02  1.991E-06
  18  8.616E+02  1.351E-06
  18  9.908E+02  9.137E-07
  18  1.139E+03  6.166E-07
  18  1.310E+03  4.151E-07
  18  1.506E+03  2.792E-07
  18  1.732E+03  1.874E-07
  18  1.991E+03  1.257E-07
  18  2.289E+03  8.419E-08
  18  2.632E+03  5.632E-08
  18  3.026E+03  3.763E-08
  18  3.479E+03  2.514E-08
  18  4.000E+03  1.678E-08
  18  4.600E+03  1.119E-08
  18  5.288E+03  7.461E-09
  18  6.080E+03  4.972E-09
  18  6.992E+03  3.310E-09
  18  8.036E+03  2.207E-09
  18  9.240E+03  1.469E-09
  18  1.062E+04  9.774E-10
  18  1.222E+04  6.502E-10
  18  1.404E+04  4.327E-10
  18  1.615E+04  2.878E-10
  18  1.857E+04  1.913E-10
  18  2.135E+04  1.272E-10
  18  2.454E+04  8.461E-11
  18  2.822E+04  5.625E-11
  18  3.244E+04  3.740E-11
  18  3.730E+04  2.486E-11
  18  4.288E+04  1.653E-11
  18  4.932E+04  1.098E-11
  18  5.668E+04  7.305E-12
  18  6.520E+04  4.848E-12
  18  7.496E+04  3.222E-12
  18  8.616E+04  2.143E-12
  18  9.908E+04  1.423E-12
  18  1.139E+05  9.458E-13
  18  1.310E+05  6.282E-13
  18  1.506E+05  4.176E-13
  18  1.732E+05  2.774E-13
  18  1.991E+05  1.844E-13
  18  2.289E+05  1.225E-13
  18  2.632E+05  8.141E-14
  18  3.026E+05  5.408E-14
  18  3.479E+05  3.594E-14
  18  4.000E+05  2.388E-14
  19  3.900E-01  7.867E-04
  19  4.485E-01  8.878E-04
  19  5.156E-01  9.991E-04
  19  5.928E-01  1.121E-03
  19  6.817E-01  1.255E-03
  19  7.835E-01  1.398E-03
  19  9.009E-01  1.553E-03
  19  1.036E+00  1.718E-03
  19  1.191E+00  1.892E-03
  19  1.369E+00  2.072E-03
  19  1.574E+00  2.258E-03
  19  1.810E+00  2.446E-03
  19  2.081E+00  2.632E-03
  19  2.393E+00  2.813E-03
  19  2.751E+00  2.986E-03
  19  3.163E+00  3.144E-03
  19  3.637E+00  3.283E-03
  19  4.181E+00  3.399E-03
  19  4.809E+00  3.486E-03
  19  5.526E+00  3.540E-03
  19  6.357E+00  3.558E-03
  19  7.309E+00  3.536E-03
  19  8.401E+00  3.475E-03
  19  9.660E+00  3.372E-03
  19  1.111E+01  3.231E-03
  19  1.277E+01  3.053E-03
  19  1.468E+01  2.845E-03
  19  1.688E+01  2.612E-03
  19  1.941E+01  2.362E-03
  19  2.232E+01  2.101E-03
  19  2.566E+01  1.839E-03
  19  2.950E+01  1.583E-03
  19  3.392E+01  1.340E-03
  19  3.900E+01  1.115E-03
  19  4.485E+01  9.116E-04
  19  5.156E+01  7.336E-04
  19  5.928E+01  5.806E-04
  19  6.817E+01  4.521E-04
  19  7.835E+01  3.471E-04
  19  9.009E+01  2.624E-04
  19  1.036E+02  1.957E-04
  19  1.191E+02  1.440E-04
  19  1.369E+02  1.048E-04
  19  1.574E+02  7.533E-05
  19  1.810E+02  5.361E-05
  19  2.081E+02  3.781E-05
  19  2.393E+02  2.644E-05
  19  2.751E+02  1.834E-05
  19  3.163E+02  1.264E-05
  19  3.637E+02  8.654E-06
  19  4.181E+02  5.896E-06
  19  4.809E+02  3.991E-06
  19  5.526E+02  2.695E-06
  19  6.357E+02  1.809E-06
  19  7.309E+02  1.211E-06
  19  8.401E+02  8.092E-07
  19  9.660E+02  5.384E-07
  19  1.111E+03  3.576E-07
  19  1.277E+03  2.369E-07
  19  1.468E+03  1.568E-07
  19  1.688E+03  1.036E-07
  19  1.941E+03  6.832E-08
  19  2.232E+03  4.502E-08
  19  2.566E+03  2.963E-08
  19  2.950E+03  1.947E-08
  19  3.392E+03  1.280E-08
  19  3.900E+03  8.400E-09
  19  4.485E+03  5.508E-09
  19  5.156E+03  3.613E-09
  19  5.928E+03  2.368E-09
  19  6.817E+03  1.551E-09
  19  7.835E+03  1.017E-09
  19  9.009E+03  6.655E-10
  19  1.036E+04  4.356E-10
  19  1.191E+04  2.850E-10
  19  1.369E+04  1.865E-10
  19  1.574E+04  1.220E-10
  19  1.810E+04  7.976E-11
  19  2.081E+04  5.216E-11
  19  2.393E+04  3.411E-11
  19  2.751E+04  2.230E-11
  19  3.163E+04  1.458E-11
  19  3.637E+04  9.532E-12
  19  4.181E+04  6.235E-12
  19  4.809E+04  4.071E-12
  19  5.526E+04  2.664E-12
  19  6.357E+04  1.739E-12
  19  7.309E+04  1.136E-12
  19  8.401E+04  7.434E-13
  19  9.660E+04  4.855E-13
  19  1.111E+05  3.173E-13
  19  1.277E+05  2.072E-13
  19  1.468E+05  1.355E-13
  19  1.688E+05  8.850E-14
  19  1.941E+05  5.784E-14
  19  2.232E+05  3.780E-14
  19  2.566E+05  2.470E-14
  19  2.950E+05  1.613E-14
  19  3.392E+05  1.054E-14
  19  3.900E+05  6.888E-15
  20  4.000E-01  3.631E-03
  20  4.600E-01  4.061E-03
  20  5.288E-01  4.523E-03
  20  6.080E-01  5.019E-03
  20  6.992E-01  5.544E-03
  20  8.036E-01  6.093E-03
  20  9.240E-01  6.661E-03
  20  1.062E+00  7.239E-03
  20  1.222E+00  7.818E-03
  20  1.404E+00  8.384E-03
  20  1.615E+00  8.927E-03
  20  1.857E+00  9.430E-03
  20  2.135E+00  9.879E-03
  20  2.454E+00  1.026E-02
  20  2.822E+00  1.056E-02
  20  3.244E+00  1.077E-02
  20  3.730E+00  1.087E-02
  20  4.288E+00  1.087E-02
  20  4.932E+00  1.075E-02
  20  5.668E+00  1.052E-02
  20  6.520E+00  1.019E-02
  20  7.496E+00  9.759E-03
  20  8.616E+00  9.244E-03
  20  9.908E+00  8.656E-03
  20  1.139E+01  8.012E-03
  20  1.310E+01  7.327E-03
  20  1.506E+01  6.623E-03
  20  1.732E+01  5.912E-03
  20  1.991E+01  5.212E-03
  20  2.289E+01  4.537E-03
  20  2.632E+01  3.899E-03
  20  3.026E+01  3.307E-03
  20  3.479E+01  2.769E-03
  20  4.000E+01  2.288E-03
  20  4.600E+01  1.866E-03
  20  5.288E+01  1.504E-03
  20  6.080E+01  1.196E-03
  20  6.992E+01  9.391E-04
  20  8.036E+01  7.297E-04
  20  9.240E+01  5.601E-04
  20  1.062E+02  4.253E-04
  20  1.222E+02  3.196E-04
  20  1.404E+02  2.379E-04
  20  1.615E+02  1.755E-04
  20  1.857E+02  1.283E-04
  20  2.135E+02  9.317E-05
  20  2.454E+02  6.716E-05
  20  2.822E+02  4.809E-05
  20  3.244E+02  3.424E-05
  20  3.730E+02  2.424E-05
  20  4.288E+02  1.709E-05
  20  4.932E+02  1.198E-05
  20  5.668E+02  8.387E-06
  20  6.520E+02  5.835E-06
  20  7.496E+02  4.053E-06
  20  8.616E+02  2.810E-06
  20  9.908E+02  1.941E-06
  20  1.139E+03  1.338E-06
  20  1.310E+03  9.206E-07
  20  1.506E+03  6.328E-07
  20  1.732E+03  4.341E-07
  20  1.991E+03  2.976E-07
  20  2.289E+03  2.037E-07
  20  2.632E+03  1.393E-07
  20  3.026E+03  9.517E-08
  20  3.479E+03  6.500E-08
  20  4.000E+03  4.435E-08
  20  4.600E+03  3.023E-08
  20  5.288E+03  2.061E-08
  20  6.080E+03  1.405E-08
  20  6.992E+03  9.561E-09
  20  8.036E+03  6.517E-09
  20  9.240E+03  4.435E-09
  20  1.062E+04  3.018E-09
  20  1.222E+04  2.053E-09
  20  1.404E+04  1.397E-09
  20  1.615E+04  9.499E-10
  20  1.857E+04  6.458E-10
  20  2.135E+04  4.392E-10
  20  2.454E+04  2.986E-10
  20  2.822E+04  2.030E-10
  20  3.244E+04  1.380E-10
  20  3.730E+04  9.380E-11
  20  4.288E+04  6.380E-11
  20  4.932E+04  4.332E-11
  20  5.668E+04  2.948E-11
  20  6.520E+04  2.000E-11
  20  7.496E+04  1.360E-11
  20  8.616E+04  9.246E-12
  20  9.908E+04  6.280E-12
  20  1.139E+05  4.267E-12
  20  1.310E+05  2.898E-12
  20  1.506E+05  1.970E-12
  20  1.732E+05  1.338E-12
  20  1.991E+05  9.095E-13
  20  2.289E+05  6.181E-13
  20  2.632E+05  4.199E-13
  20  3.026E+05  2.852E-13
  20  3.479E+05  1.938E-13
  20  4.000E+05  1.317E-13
  21  4.500E-01  5.020E-04
  21  5.175E-01  5.634E-04
  21  5.949E-01  6.300E-04
  21  6.840E-01  7.021E-04
  21  7.866E-01  7.795E-04
  21  9.041E-01  8.614E-04
  21  1.039E+00  9.476E-04
  21  1.195E+00  1.037E-03
  21  1.374E+00  1.129E-03
  21  1.580E+00  1.221E-03
  21  1.817E+00  1.312E-03
  21  2.089E+00  1.400E-03
  21  2.402E+00  1.483E-03
  21  2.761E+00  1.559E-03
  21  3.175E+00  1.625E-03
  21  3.650E+00  1.679E-03
  21  4.197E+00  1.719E-03
  21  4.824E+00  1.744E-03
  21  5.549E+00  1.752E-03
  21  6.376E+00  1.741E-03
  21  7.335E+00  1.713E-03
  21  8.433E+00  1.666E-03
  21  9.693E+00  1.603E-03
  21  1.115E+01  1.523E-03
  21  1.282E+01  1.430E-03
  21  1.474E+01  1.325E-03
  21  1.694E+01  1.212E-03
  21  1.948E+01  1.093E-03
  21  2.240E+01  9.720E-04
  21  2.575E+01  8.520E-04
  21  2.961E+01  7.359E-04
  21  3.404E+01  6.260E-04
  21  3.914E+01  5.246E-04
  21  4.500E+01  4.329E-04
  21  5.175E+01  3.517E-04
  21  5.949E+01  2.817E-04
  21  6.840E+01  2.222E-04
  21  7.866E+01  1.728E-04
  21  9.041E+01  1.326E-04
  21  1.039E+02  1.004E-04
  21  1.195E+02  7.506E-05
  21  1.374E+02  5.545E-05
  21  1.580E+02  4.053E-05
  21  1.817E+02  2.931E-05
  21  2.089E+02  2.099E-05
  21  2.402E+02  1.491E-05
  21  2.761E+02  1.051E-05
  21  3.175E+02  7.350E-06
  21  3.650E+02  5.109E-06
  21  4.197E+02  3.530E-06
  21  4.824E+02  2.428E-06
  21  5.548E+02  1.659E-06
  21  6.377E+02  1.132E-06
  21  7.335E+02  7.670E-07
  21  8.433E+02  5.189E-07
  21  9.693E+02  3.503E-07
  21  1.115E+03  2.356E-07
  21  1.282E+03  1.581E-07
  21  1.474E+03  1.059E-07
  21  1.694E+03  7.082E-08
  21  1.948E+03  4.728E-08
  21  2.240E+03  3.154E-08
  21  2.575E+03  2.101E-08
  21  2.961E+03  1.398E-08
  21  3.404E+03  9.288E-09
  21  3.914E+03  6.171E-09
  21  4.500E+03  4.096E-09
  21  5.175E+03  2.715E-09
  21  5.949E+03  1.801E-09
  21  6.840E+03  1.194E-09
  21  7.866E+03  7.902E-10
  21  9.040E+03  5.239E-10
  21  1.040E+04  3.468E-10
  21  1.195E+04  2.295E-10
  21  1.374E+04  1.518E-10
  21  1.580E+04  1.005E-10
  21  1.817E+04  6.645E-11
  21  2.089E+04  4.394E-11
  21  2.402E+04  2.906E-11
  21  2.761E+04  1.921E-11
  21  3.175E+04  1.270E-11
  21  3.650E+04  8.399E-12
  21  4.197E+04  5.552E-12
  21  4.824E+04  3.672E-12
  21  5.548E+04  2.424E-12
  21  6.376E+04  1.604E-12
  21  7.335E+04  1.059E-12
  21  8.433E+04  6.999E-13
  21  9.693E+04  4.629E-13
  21  1.115E+05  3.057E-13
  21  1.282E+05  2.020E-13
  21  1.474E+05  1.334E-13
  21  1.694E+05  8.820E-14
  21  1.948E+05  5.827E-14
  21  2.240E+05  3.851E-14
  21  2.575E+05  2.545E-14
  21  2.961E+05  1.682E-14
  21  3.404E+05  1.111E-14
  21  3.914E+05  7.341E-15
  21  4.500E+05  4.850E-15
  22  4.800E-01  1.638E-03
  22  5.520E-01  1.838E-03
  22  6.346E-01  2.054E-03
  22  7.296E-01  2.288E-03
  22  8.390E-01  2.539E-03
  22  9.643E-01  2.803E-03
  22  1.109E+00  3.082E-03
  22  1.275E+00  3.370E-03
  22  1.466E+00  3.665E-03
  22  1.685E+00  3.960E-03
  22  1.938E+00  4.252E-03
  22  2.228E+00  4.533E-03
  22  2.562E+00  4.796E-03
  22  2.945E+00  5.035E-03
  22  3.386E+00  5.243E-03
  22  3.893E+00  5.411E-03
  22  4.476E+00  5.534E-03
  22  5.146E+00  5.606E-03
  22  5.918E+00  5.623E-03
  22  6.802E+00  5.583E-03
  22  7.824E+00  5.484E-03
  22  8.995E+00  5.328E-03
  22  1.034E+01  5.117E-03
  22  1.189E+01  4.856E-03
  22  1.367E+01  4.551E-03
  22  1.572E+01  4.211E-03
  22  1.807E+01  3.845E-03
  22  2.078E+01  3.463E-03
  22  2.389E+01  3.075E-03
  22  2.747E+01  2.691E-03
  22  3.158E+01  2.320E-03
  22  3.631E+01  1.970E-03
  22  4.175E+01  1.648E-03
  22  4.800E+01  1.358E-03
  22  5.520E+01  1.101E-03
  22  6.346E+01  8.800E-04
  22  7.296E+01  6.928E-04
  22  8.390E+01  5.375E-04
  22  9.643E+01  4.118E-04
  22  1.109E+02  3.110E-04
  22  1.275E+02  2.320E-04
  22  1.466E+02  1.710E-04
  22  1.685E+02  1.247E-04
  22  1.938E+02  8.994E-05
  22  2.228E+02  6.427E-05
  22  2.562E+02  4.553E-05
  22  2.945E+02  3.201E-05
  22  3.386E+02  2.233E-05
  22  3.893E+02  1.548E-05
  22  4.476E+02  1.067E-05
  22  5.146E+02  7.319E-06
  22  5.918E+02  4.989E-06
  22  6.802E+02  3.394E-06
  22  7.824E+02  2.294E-06
  22  8.995E+02  1.548E-06
  22  1.034E+03  1.042E-06
  22  1.189E+03  6.988E-07
  22  1.367E+03  4.678E-07
  22  1.572E+03  3.124E-07
  22  1.807E+03  2.084E-07
  22  2.078E+03  1.388E-07
  22  2.389E+03  9.229E-08
  22  2.747E+03  6.131E-08
  22  3.158E+03  4.068E-08
  22  3.631E+03  2.696E-08
  22  4.175E+03  1.786E-08
  22  4.800E+03  1.182E-08
  22  5.520E+03  7.815E-09
  22  6.346E+03  5.170E-09
  22  7.296E+03  3.417E-09
  22  8.390E+03  2.256E-09
  22  9.643E+03  1.491E-09
  22  1.109E+04  9.844E-10
  22  1.275E+04  6.497E-10
  22  1.466E+04  4.286E-10
  22  1.685E+04  2.828E-10
  22  1.938E+04  1.865E-10
  22  2.228E+04  1.230E-10
  22  2.562E+04  8.111E-11
  22  2.945E+04  5.349E-11
  22  3.386E+04  3.526E-11
  22  3.893E+04  2.325E-11
  22  4.476E+04  1.533E-11
  22  5.146E+04  1.011E-11
  22  5.918E+04  6.655E-12
  22  6.802E+04  4.392E-12
  22  7.824E+04  2.891E-12
  22  8.995E+04  1.905E-12
  22  1.034E+05  1.257E-12
  22  1.189E+05  8.277E-13
  22  1.367E+05  5.454E-13
  22  1.572E+05  3.592E-13
  22  1.807E+05  2.368E-13
  22  2.078E+05  1.560E-13
  22  2.389E+05  1.028E-13
  22  2.747E+05  6.776E-14
  22  3.158E+05  4.464E-14
  22  3.631E+05  2.941E-14
  22  4.175E+05  1.938E-14
  22  4.800E+05  1.277E-14
  23  5.100E-01  9.328E-04
  23  5.865E-01  1.044E-03
  23  6.742E-01  1.164E-03
  23  7.752E-01  1.293E-03
  23  8.915E-01  1.430E-03
  23  1.025E+00  1.574E-03
  23  1.178E+00  1.723E-03
  23  1.355E+00  1.877E-03
  23  1.558E+00  2.031E-03
  23  1.791E+00  2.184E-03
  23  2.059E+00  2.332E-03
  23  2.367E+00  2.472E-03
  23  2.722E+00  2.599E-03
  23  3.129E+00  2.711E-03
  23  3.598E+00  2.803E-03
  23  4.137E+00  2.872E-03
  23  4.756E+00  2.915E-03
  23  5.467E+00  2.930E-03
  23  6.288E+00  2.916E-03
  23  7.227E+00  2.872E-03
  23  8.313E+00  2.798E-03
  23  9.557E+00  2.697E-03
  23  1.099E+01  2.570E-03
  23  1.263E+01  2.420E-03
  23  1.452E+01  2.251E-03
  23  1.670E+01  2.068E-03
  23  1.920E+01  1.876E-03
  23  2.208E+01  1.680E-03
  23  2.538E+01  1.483E-03
  23  2.918E+01  1.292E-03
  23  3.355E+01  1.109E-03
  23  3.858E+01  9.389E-04
  23  4.435E+01  7.834E-04
  23  5.100E+01  6.440E-04
  23  5.865E+01  5.217E-04
  23  6.742E+01  4.168E-04
  23  7.752E+01  3.283E-04
  23  8.915E+01  2.550E-04
  23  1.025E+02  1.957E-04
  23  1.178E+02  1.481E-04
  23  1.355E+02  1.108E-04
  23  1.558E+02  8.196E-05
  23  1.791E+02  6.000E-05
  23  2.059E+02  4.347E-05
  23  2.367E+02  3.121E-05
  23  2.722E+02  2.222E-05
  23  3.129E+02  1.570E-05
  23  3.598E+02  1.102E-05
  23  4.137E+02  7.682E-06
  23  4.756E+02  5.325E-06
  23  5.467E+02  3.675E-06
  23  6.288E+02  2.520E-06
  23  7.227E+02  1.725E-06
  23  8.313E+02  1.174E-06
  23  9.557E+02  7.971E-07
  23  1.099E+03  5.402E-07
  23  1.263E+03  3.647E-07
  23  1.452E+03  2.457E-07
  23  1.670E+03  1.652E-07
  23  1.920E+03  1.110E-07
  23  2.208E+03  7.438E-08
  23  2.538E+03  4.981E-08
  23  2.918E+03  3.331E-08
  23  3.355E+03  2.225E-08
  23  3.858E+03  1.485E-08
  23  4.435E+03  9.907E-09
  23  5.100E+03  6.602E-09
  23  5.865E+03  4.395E-09
  23  6.742E+03  2.928E-09
  23  7.752E+03  1.948E-09
  23  8.915E+03  1.295E-09
  23  1.025E+04  8.622E-10
  23  1.178E+04  5.731E-10
  23  1.355E+04  3.809E-10
  23  1.558E+04  2.530E-10
  23  1.791E+04  1.681E-10
  23  2.059E+04  1.117E-10
  23  2.367E+04  7.414E-11
  23  2.722E+04  4.924E-11
  23  3.129E+04  3.270E-11
  23  3.598E+04  2.171E-11
  23  4.137E+04  1.441E-11
  23  4.756E+04  9.566E-12
  23  5.467E+04  6.354E-12
  23  6.288E+04  4.212E-12
  23  7.227E+04  2.799E-12
  23  8.313E+04  1.855E-12
  23  9.557E+04  1.231E-12
  23  1.099E+05  8.179E-13
  23  1.263E+05  5.425E-13
  23  1.452E+05  3.599E-13
  23  1.670E+05  2.387E-13
  23  1.920E+05  1.585E-13
  23  2.208E+05  1.051E-13
  23  2.538E+05  6.977E-14
  23  2.918E+05  4.631E-14
  23  3.355E+05  3.072E-14
  23  3.858E+05  2.038E-14
  23  4.435E+05  1.353E-14
  23  5.100E+05  8.973E-15
  24  5.200E-01  1.951E-03
  24  5.980E-01  2.181E-03
  24  6.874E-01  2.429E-03
  24  7.904E-01  2.695E-03
  24  9.090E-01  2.978E-03
  24  1.045E+00  3.272E-03
  24  1.201E+00  3.578E-03
  24  1.381E+00  3.889E-03
  24  1.588E+00  4.201E-03
  24  1.826E+00  4.508E-03
  24  2.099E+00  4.802E-03
  24  2.414E+00  5.076E-03
  24  2.775E+00  5.323E-03
  24  3.191E+00  5.534E-03
  24  3.669E+00  5.703E-03
  24  4.218E+00  5.823E-03
  24  4.850E+00  5.889E-03
  24  5.574E+00  5.898E-03
  24  6.412E+00  5.846E-03
  24  7.368E+00  5.735E-03
  24  8.476E+00  5.565E-03
  24  9.745E+00  5.341E-03
  24  1.120E+01  5.069E-03
  24  1.288E+01  4.755E-03
  24  1.481E+01  4.408E-03
  24  1.703E+01  4.036E-03
  24  1.958E+01  3.650E-03
  24  2.251E+01  3.258E-03
  24  2.588E+01  2.871E-03
  24  2.975E+01  2.496E-03
  24  3.421E+01  2.140E-03
  24  3.934E+01  1.810E-03
  24  4.522E+01  1.509E-03
  24  5.200E+01  1.241E-03
  24  5.980E+01  1.006E-03
  24  6.874E+01  8.052E-04
  24  7.904E+01  6.355E-04
  24  9.090E+01  4.948E-04
  24  1.045E+02  3.808E-04
  24  1.201E+02  2.893E-04
  24  1.381E+02  2.173E-04
  24  1.588E+02  1.614E-04
  24  1.826E+02  1.187E-04
  24  2.099E+02  8.642E-05
  24  2.414E+02  6.236E-05
  24  2.775E+02  4.465E-05
  24  3.191E+02  3.173E-05
  24  3.669E+02  2.239E-05
  24  4.218E+02  1.571E-05
  24  4.850E+02  1.096E-05
  24  5.574E+02  7.608E-06
  24  6.412E+02  5.251E-06
  24  7.368E+02  3.618E-06
  24  8.476E+02  2.478E-06
  24  9.745E+02  1.694E-06
  24  1.120E+03  1.155E-06
  24  1.288E+03  7.852E-07
  24  1.481E+03  5.327E-07
  24  1.703E+03  3.606E-07
  24  1.958E+03  2.438E-07
  24  2.251E+03  1.646E-07
  24  2.588E+03  1.110E-07
  24  2.975E+03  7.472E-08
  24  3.421E+03  5.026E-08
  24  3.934E+03  3.377E-08
  24  4.522E+03  2.269E-08
  24  5.200E+03  1.522E-08
  24  5.980E+03  1.020E-08
  24  6.874E+03  6.845E-09
  24  7.904E+03  4.586E-09
  24  9.090E+03  3.070E-09
  24  1.045E+04  2.058E-09
  24  1.201E+04  1.378E-09
  24  1.381E+04  9.219E-10
  24  1.588E+04  6.167E-10
  24  1.826E+04  4.127E-10
  24  2.099E+04  2.760E-10
  24  2.414E+04  1.845E-10
  24  2.775E+04  1.234E-10
  24  3.191E+04  8.252E-11
  24  3.669E+04  5.516E-11
  24  4.218E+04  3.688E-11
  24  4.850E+04  2.465E-11
  24  5.574E+04  1.649E-11
  24  6.412E+04  1.101E-11
  24  7.368E+04  7.367E-12
  24  8.476E+04  4.916E-12
  24  9.745E+04  3.286E-12
  24  1.120E+05  2.198E-12
  24  1.288E+05  1.468E-12
  24  1.481E+05  9.808E-13
  24  1.703E+05  6.551E-13
  24  1.958E+05  4.379E-13
  24  2.251E+05  2.926E-13
  24  2.588E+05  1.955E-13
  24  2.975E+05  1.307E-13
  24  3.421E+05  8.730E-14
  24  3.934E+05  5.831E-14
  24  4.522E+05  3.897E-14
  24  5.200E+05  2.603E-14
  25  5.500E-01  9.699E-04
  25  6.325E-01  1.085E-03
  25  7.271E-01  1.209E-03
  25  8.360E-01  1.341E-03
  25  9.614E-01  1.483E-03
  25  1.105E+00  1.630E-03
  25  1.270E+00  1.783E-03
  25  1.461E+00  1.939E-03
  25  1.680E+00  2.096E-03
  25  1.931E+00  2.251E-03
  25  2.220E+00  2.400E-03
  25  2.553E+00  2.540E-03
  25  2.935E+00  2.666E-03
  25  3.375E+00  2.775E-03
  25  3.880E+00  2.864E-03
  25  4.461E+00  2.929E-03
  25  5.129E+00  2.967E-03
  25  5.896E+00  2.977E-03
  25  6.782E+00  2.957E-03
  25  7.793E+00  2.907E-03
  25  8.965E+00  2.827E-03
  25  1.031E+01  2.721E-03
  25  1.185E+01  2.589E-03
  25  1.362E+01  2.436E-03
  25  1.566E+01  2.265E-03
  25  1.801E+01  2.080E-03
  25  2.071E+01  1.887E-03
  25  2.381E+01  1.691E-03
  25  2.737E+01  1.495E-03
  25  3.147E+01  1.305E-03
  25  3.618E+01  1.123E-03
  25  4.161E+01  9.535E-04
  25  4.783E+01  7.987E-04
  25  5.500E+01  6.596E-04
  25  6.325E+01  5.372E-04
  25  7.271E+01  4.318E-04
  25  8.360E+01  3.424E-04
  25  9.614E+01  2.679E-04
  25  1.105E+02  2.072E-04
  25  1.270E+02  1.582E-04
  25  1.461E+02  1.195E-04
  25  1.680E+02  8.920E-05
  25  1.931E+02  6.596E-05
  25  2.220E+02  4.830E-05
  25  2.553E+02  3.506E-05
  25  2.935E+02  2.525E-05
  25  3.375E+02  1.805E-05
  25  3.880E+02  1.282E-05
  25  4.461E+02  9.047E-06
  25  5.129E+02  6.349E-06
  25  5.896E+02  4.437E-06
  25  6.781E+02  3.082E-06
  25  7.794E+02  2.137E-06
  25  8.965E+02  1.473E-06
  25  1.031E+03  1.014E-06
  25  1.185E+03  6.962E-07
  25  1.362E+03  4.763E-07
  25  1.566E+03  3.253E-07
  25  1.801E+03  2.217E-07
  25  2.071E+03  1.509E-07
  25  2.381E+03  1.026E-07
  25  2.737E+03  6.962E-08
  25  3.147E+03  4.721E-08
